,class1,class2,class_yrs,name,symbol_full_price,symbol_net_price,symbol_total_return,name_short
437,成分指数族,成分指数族,yrs_1_3,中债-短融50全价指数,,,,短融50全价
438,成分指数族,成分指数族,yrs_3_5,中债-短融50全价指数,,,,短融50全价
439,成分指数族,成分指数族,yrs_5_7,中债-短融50全价指数,,,,短融50全价
440,成分指数族,成分指数族,yrs_7_10,中债-短融50全价指数,,,,短融50全价
441,成分指数族,成分指数族,yrs_10_more,中债-短融50全价指数,,,,短融50全价
442,策略指数族 ,策略指数族 ,total_value,中债-中国高等级债券全价指数,CBC00103.CS,CBC00102.CS,CBC00101.CS,中国高等级债券全价
443,策略指数族 ,策略指数族 ,yrs_0_1,中债-中国高等级债券全价指数,,,,中国高等级债券全价
444,策略指数族 ,策略指数族 ,yrs_1_3,中债-中国高等级债券全价指数,,,,中国高等级债券全价
445,策略指数族 ,策略指数族 ,yrs_3_5,中债-中国高等级债券全价指数,,,,中国高等级债券全价
446,策略指数族 ,策略指数族 ,yrs_5_7,中债-中国高等级债券全价指数,,,,中国高等级债券全价
447,策略指数族 ,策略指数族 ,yrs_7_10,中债-中国高等级债券全价指数,,,,中国高等级债券全价
448,策略指数族 ,策略指数族 ,yrs_10_more,中债-中国高等级债券全价指数,,,,中国高等级债券全价
449,策略指数族 ,策略指数族 ,total_value,中债-关键期限国债全价指数,CBC00203.CS,CBC00202.CS,CBC00201.CS,关键期限国债全价
450,策略指数族 ,策略指数族 ,yrs_0_1,中债-关键期限国债全价指数,,,,关键期限国债全价
451,策略指数族 ,策略指数族 ,yrs_1_3,中债-关键期限国债全价指数,,,,关键期限国债全价
452,策略指数族 ,策略指数族 ,yrs_3_5,中债-关键期限国债全价指数,,,,关键期限国债全价
453,策略指数族 ,策略指数族 ,yrs_5_7,中债-关键期限国债全价指数,,,,关键期限国债全价
454,策略指数族 ,策略指数族 ,yrs_7_10,中债-关键期限国债全价指数,,,,关键期限国债全价
455,策略指数族 ,策略指数族 ,yrs_10_more,中债-关键期限国债全价指数,,,,关键期限国债全价
456,策略指数族 ,策略指数族 ,total_value,中债-中高等级公司债利差因子全价指数,CBC00703.CS,CBC00702.CS,CBC00701.CS,中高等级公司债利差因子全价
457,策略指数族 ,策略指数族 ,yrs_0_1,中债-中高等级公司债利差因子全价指数,CBC00713.CS,CBC00712.CS,CBC00711.CS,中高等级公司债利差因子全价
458,策略指数族 ,策略指数族 ,yrs_1_3,中债-中高等级公司债利差因子全价指数,CBC00723.CS,CBC00722.CS,CBC00721.CS,中高等级公司债利差因子全价
459,策略指数族 ,策略指数族 ,yrs_3_5,中债-中高等级公司债利差因子全价指数,CBC00733.CS,CBC00732.CS,CBC00731.CS,中高等级公司债利差因子全价
460,策略指数族 ,策略指数族 ,yrs_5_7,中债-中高等级公司债利差因子全价指数,CBC00743.CS,CBC00742.CS,CBC00741.CS,中高等级公司债利差因子全价
461,策略指数族 ,策略指数族 ,yrs_7_10,中债-中高等级公司债利差因子全价指数,CBC00753.CS,CBC00752.CS,CBC00751.CS,中高等级公司债利差因子全价
462,策略指数族 ,策略指数族 ,yrs_10_more,中债-中高等级公司债利差因子全价指数,CBC00763.CS,CBC00762.CS,CBC00761.CS,中高等级公司债利差因子全价
463,投资人分类指数族,投资人分类指数族,total_value,中债-保险机构投资全价指数,CBD00103.CS,CBD00102.CS,CBD00101.CS,保险机构投资全价
464,投资人分类指数族,投资人分类指数族,yrs_0_1,中债-保险机构投资全价指数,CBD00113.CS,CBD00112.CS,CBD00111.CS,保险机构投资全价
465,投资人分类指数族,投资人分类指数族,yrs_1_3,中债-保险机构投资全价指数,CBD00123.CS,CBD00122.CS,CBD00121.CS,保险机构投资全价
466,投资人分类指数族,投资人分类指数族,yrs_3_5,中债-保险机构投资全价指数,CBD00133.CS,CBD00132.CS,CBD00131.CS,保险机构投资全价
467,投资人分类指数族,投资人分类指数族,yrs_5_7,中债-保险机构投资全价指数,CBD00143.CS,CBD00142.CS,CBD00141.CS,保险机构投资全价
468,投资人分类指数族,投资人分类指数族,yrs_7_10,中债-保险机构投资全价指数,CBD00153.CS,CBD00152.CS,CBD00151.CS,保险机构投资全价
469,投资人分类指数族,投资人分类指数族,yrs_10_more,中债-保险机构投资全价指数,CBD00163.CS,CBD00162.CS,CBD00161.CS,保险机构投资全价
470,投资人分类指数族,投资人分类指数族,total_value,中债-商业银行投资全价指数,CBD00203.CS,CBD00202.CS,CBD00201.CS,商业银行投资全价
471,投资人分类指数族,投资人分类指数族,yrs_0_1,中债-商业银行投资全价指数,CBD00213.CS,CBD00212.CS,CBD00211.CS,商业银行投资全价
472,投资人分类指数族,投资人分类指数族,yrs_1_3,中债-商业银行投资全价指数,CBD00223.CS,CBD00222.CS,CBD00221.CS,商业银行投资全价
473,投资人分类指数族,投资人分类指数族,yrs_3_5,中债-商业银行投资全价指数,CBD00233.CS,CBD00232.CS,CBD00231.CS,商业银行投资全价
474,投资人分类指数族,投资人分类指数族,yrs_5_7,中债-商业银行投资全价指数,CBD00243.CS,CBD00242.CS,CBD00241.CS,商业银行投资全价
475,投资人分类指数族,投资人分类指数族,yrs_7_10,中债-商业银行投资全价指数,CBD00253.CS,CBD00252.CS,CBD00251.CS,商业银行投资全价
476,投资人分类指数族,投资人分类指数族,yrs_10_more,中债-商业银行投资全价指数,CBD00263.CS,CBD00262.CS,CBD00261.CS,商业银行投资全价
477,投资人分类指数族,投资人分类指数族,total_value,中债-信托计划投资全价指数,CBD00303.CS,CBD00302.CS,CBD00301.CS,信托计划投资全价
478,投资人分类指数族,投资人分类指数族,yrs_0_1,中债-信托计划投资全价指数,CBD00313.CS,CBD00312.CS,CBD00311.CS,信托计划投资全价
479,投资人分类指数族,投资人分类指数族,yrs_1_3,中债-信托计划投资全价指数,CBD00323.CS,CBD00322.CS,CBD00321.CS,信托计划投资全价
480,投资人分类指数族,投资人分类指数族,yrs_3_5,中债-信托计划投资全价指数,CBD00333.CS,CBD00332.CS,CBD00331.CS,信托计划投资全价
481,投资人分类指数族,投资人分类指数族,yrs_5_7,中债-信托计划投资全价指数,CBD00343.CS,CBD00342.CS,CBD00341.CS,信托计划投资全价
482,投资人分类指数族,投资人分类指数族,yrs_7_10,中债-信托计划投资全价指数,CBD00353.CS,CBD00352.CS,CBD00351.CS,信托计划投资全价
483,投资人分类指数族,投资人分类指数族,yrs_10_more,中债-信托计划投资全价指数,CBD00363.CS,CBD00362.CS,CBD00361.CS,信托计划投资全价
484,投资人分类指数族,投资人分类指数族,total_value,中债-证券公司投资全价指数,CBD00403.CS,CBD00402.CS,CBD00401.CS,证券公司投资全价
485,投资人分类指数族,投资人分类指数族,yrs_0_1,中债-证券公司投资全价指数,CBD00413.CS,CBD00412.CS,CBD00411.CS,证券公司投资全价
486,投资人分类指数族,投资人分类指数族,yrs_1_3,中债-证券公司投资全价指数,CBD00423.CS,CBD00422.CS,CBD00421.CS,证券公司投资全价
487,投资人分类指数族,投资人分类指数族,yrs_3_5,中债-证券公司投资全价指数,CBD00433.CS,CBD00432.CS,CBD00431.CS,证券公司投资全价
488,投资人分类指数族,投资人分类指数族,yrs_5_7,中债-证券公司投资全价指数,CBD00443.CS,CBD00442.CS,CBD00441.CS,证券公司投资全价
489,投资人分类指数族,投资人分类指数族,yrs_7_10,中债-证券公司投资全价指数,CBD00453.CS,CBD00452.CS,CBD00451.CS,证券公司投资全价
490,投资人分类指数族,投资人分类指数族,yrs_10_more,中债-证券公司投资全价指数,CBD00463.CS,CBD00462.CS,CBD00461.CS,证券公司投资全价
491,投资人分类指数族,投资人分类指数族,total_value,中债-证券基金投资全价指数,CBD00503.CS,CBD00502.CS,CBD00501.CS,证券基金投资全价
492,投资人分类指数族,投资人分类指数族,yrs_0_1,中债-证券基金投资全价指数,CBD00513.CS,CBD00512.CS,CBD00511.CS,证券基金投资全价
493,投资人分类指数族,投资人分类指数族,yrs_1_3,中债-证券基金投资全价指数,CBD00523.CS,CBD00522.CS,CBD00521.CS,证券基金投资全价
494,投资人分类指数族,投资人分类指数族,yrs_3_5,中债-证券基金投资全价指数,CBD00533.CS,CBD00532.CS,CBD00531.CS,证券基金投资全价
495,投资人分类指数族,投资人分类指数族,yrs_5_7,中债-证券基金投资全价指数,CBD00543.CS,CBD00542.CS,CBD00541.CS,证券基金投资全价
496,投资人分类指数族,投资人分类指数族,yrs_7_10,中债-证券基金投资全价指数,CBD00553.CS,CBD00552.CS,CBD00551.CS,证券基金投资全价
497,投资人分类指数族,投资人分类指数族,yrs_10_more,中债-证券基金投资全价指数,CBD00563.CS,CBD00562.CS,CBD00561.CS,证券基金投资全价
